CSV File for the City 2 on Day 179
1 - Minute m 
2 - Power Consumed at minute m 
3 - Power Produced at minute m 
4 - Energy Consumed since the beginning of the day 
5 - Energy Produced since the beginning of the day 
6 - Energy Lost since the beginning of the day on lines starting from the city
 
0 ; 432238.4112315184 ; 1.052434250444816E8 ; 0.0 ; 0.0 ; 0.0
1 ; 435577.9460382205 ; 1.0539739420041674E8 ; 432238.4112315184 ; 1.052434250444816E8 ; 0.0
2 ; 435155.4194000514 ; 1.0586004100541833E8 ; 867816.3572697388 ; 2.1064081924489835E8 ; 0.0
3 ; 438787.33266161813 ; 1.0663136590072191E8 ; 1302971.7766697903 ; 3.165008602503167E8 ; 0.0
4 ; 441536.77195089625 ; 1.0771136928284097E8 ; 1741759.1093314085 ; 4.231322261510386E8 ; 0.0
5 ; 445595.179081771 ; 1.0910005150100553E8 ; 2183295.881282305 ; 5.3084359543387955E8 ; 0.0
6 ; 450760.0302556203 ; 1.1079741285485563E8 ; 2628891.060364076 ; 6.39943646934885E8 ; 0.0
7 ; 457669.9501166178 ; 1.128034535924238E8 ; 3079651.0906196963 ; 7.507410597897407E8 ; 0.0
8 ; 463832.616683316 ; 1.1511817390843832E8 ; 3537321.040736314 ; 8.635445133821645E8 ; 0.0
9 ; 477651.29609288165 ; 1.1774157394297409E8 ; 4001153.65741963 ; 9.786626872906028E8 ; 0.0
10 ; 498703.0430122593 ; 1.2067365378047246E8 ; 4478804.953512511 ; 1.0964042612335768E9 ; 0.0
11 ; 533800.064093574 ; 1.2391441344914696E8 ; 4977507.996524771 ; 1.2170779150140493E9 ; 0.0
12 ; 586542.5689760727 ; 1.2746385292078403E8 ; 5511308.060618345 ; 1.3409923284631963E9 ; 0.0
13 ; 638664.5131903022 ; 1.313219721109423E8 ; 6097850.629594417 ; 1.4684561813839803E9 ; 0.0
14 ; 645318.2059593515 ; 1.35488770879547E8 ; 6736515.142784719 ; 1.5997781534949226E9 ; 0.0
15 ; 646326.9083115978 ; 1.399642490318697E8 ; 7381833.348744071 ; 1.7352669243744698E9 ; 0.0
16 ; 649841.1572417881 ; 1.44748406319878E8 ; 8028160.257055669 ; 1.8752311734063394E9 ; 0.0
17 ; 652453.6822922878 ; 1.498412424439318E8 ; 8678001.414297458 ; 2.0199795797262175E9 ; 0.0
18 ; 656087.2793677323 ; 1.5524275705480105E8 ; 9330455.096589746 ; 2.1698208221701493E9 ; 0.0
19 ; 658768.5793837579 ; 1.609529497559723E8 ; 9986542.375957478 ; 2.3250635792249503E9 ; 0.0
20 ; 659482.3640798148 ; 1.6697182010620996E8 ; 1.0645310955341235E7 ; 2.4860165289809227E9 ; 0.0
21 ; 661453.850089848 ; 1.7329936762233445E8 ; 1.130479331942105E7 ; 2.6529883490871325E9 ; 0.0
22 ; 664277.7997052339 ; 1.7993559178217876E8 ; 1.1966247169510897E7 ; 2.826287716709467E9 ; 0.0
23 ; 667007.2282855851 ; 1.8688049202768272E8 ; 1.263052496921613E7 ; 3.006223308491646E9 ; 0.0
24 ; 669695.9442076691 ; 1.9413406776808608E8 ; 1.3297532197501715E7 ; 3.1931038005193286E9 ; 0.0
25 ; 671755.618366987 ; 2.0038435928136492E8 ; 1.3967228141709384E7 ; 3.3872378682874146E9 ; 0.0
26 ; 673817.5533093166 ; 2.0038491375440314E8 ; 1.463898376007637E7 ; 3.5876222275687795E9 ; 0.0
27 ; 676468.628724783 ; 2.0038549981115982E8 ; 1.5312801313385686E7 ; 3.7880071413231826E9 ; 0.0
28 ; 679679.9795769177 ; 2.0038611676266173E8 ; 1.598926994211047E7 ; 3.988392641134342E9 ; 0.0
29 ; 681935.6081542386 ; 2.0038676390339684E8 ; 1.6668949921687387E7 ; 4.188778757897004E9 ; 0.0
30 ; 683582.1437980685 ; 2.0038744051436475E8 ; 1.7350885529841624E7 ; 4.389165521800401E9 ; 0.0
31 ; 686898.1283290893 ; 2.0038814586600816E8 ; 1.8034467673639692E7 ; 4.589552962314766E9 ; 0.0
32 ; 688713.0601636305 ; 2.003888792210073E8 ; 1.8721365801968783E7 ; 4.789941108180774E9 ; 0.0
33 ; 690361.2167277616 ; 2.003896398369226E8 ; 1.9410078862132415E7 ; 4.990329987401781E9 ; 0.0
34 ; 693261.0750503204 ; 2.00390426968675E8 ; 2.010044007886018E7 ; 5.190719627238704E9 ; 0.0
35 ; 694513.5683562927 ; 2.0039123987085602E8 ; 2.07937011539105E7 ; 5.391110054207378E9 ; 0.0
36 ; 695188.8191786652 ; 2.003920777998625E8 ; 2.1488214722266793E7 ; 5.591501294078235E9 ; 0.0
37 ; 697867.685356902 ; 2.0039294001585466E8 ; 2.218340354144546E7 ; 5.791893371878098E9 ; 0.0
38 ; 700397.7827881443 ; 2.00393825784537E8 ; 2.2881271226802364E7 ; 5.992286311893952E9 ; 0.0
39 ; 702309.3930356709 ; 2.0039473437876529E8 ; 2.3581669009590507E7 ; 6.19268013767849E9 ; 0.0
40 ; 703277.7592079873 ; 2.0039566507998326E8 ; 2.428397840262618E7 ; 6.393074872057255E9 ; 0.0
41 ; 705449.1963045296 ; 2.0039661717949528E8 ; 2.4987256161834165E7 ; 6.5934705371372385E9 ; 0.0
42 ; 707754.2806121772 ; 2.0039758997958124E8 ; 2.5692705358138695E7 ; 6.793867154316733E9 ; 0.0
43 ; 708069.9557813153 ; 2.0039858279446223E8 ; 2.6400459638750874E7 ; 6.994264744296314E9 ; 0.0
44 ; 708723.4421522915 ; 2.0039959495112506E8 ; 2.7108529594532188E7 ; 7.194663327090776E9 ; 0.0
